# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 24 15:25:48 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
Kepler-79 c,Kepler-79,2012,Kepler,0.182900,,1.08,1020.7200000
Kepler-79 d,Kepler-79,2014,Kepler,,,,1020.7200000
Kepler-79 e,Kepler-79,2014,Kepler,0.390000,,,1020.7200000
Kepler-790 b,Kepler-790,2016,Kepler,,,0.85,703.1680000
Kepler-791 b,Kepler-791,2016,Kepler,,,1.24,1266.3400000
Kepler-792 b,Kepler-792,2016,Kepler,0.099100,,1.01,1425.4700000
Kepler-793 b,Kepler-793,2016,Kepler,,,0.99,985.6990000
Kepler-794 b,Kepler-794,2016,Kepler,,,,931.1920000
Kepler-795 b,Kepler-795,2016,Kepler,,,0.99,492.1220000
Kepler-796 b,Kepler-796,2016,Kepler,,,,817.5840000
Kepler-797 b,Kepler-797,2016,Kepler,0.181000,,1.07,1315.2600000
Kepler-798 b,Kepler-798,2016,Kepler,,,1.08,972.2740000
Kepler-799 b,Kepler-799,2016,Kepler,,,0.95,
Kepler-799 c,Kepler-799,2021,Kepler,0.124700,,1.12,
Kepler-8 b,Kepler-8,2010,Kepler,,,1.18,1021.8700000
Kepler-80 b,Kepler-80,2012,Kepler,0.065000,,0.72,369.4510000
Kepler-80 c,Kepler-80,2012,Kepler,0.073500,,0.58,369.4510000
Kepler-80 d,Kepler-80,2014,Kepler,0.034700,,0.59,369.4510000
Kepler-80 e,Kepler-80,2014,Kepler,0.049000,,0.72,369.4510000
Kepler-80 f,Kepler-80,2016,Kepler,0.016300,,0.59,369.4510000
Kepler-80 g,Kepler-80,2017,Kepler,,,0.83,369.4510000
Kepler-800 b,Kepler-800,2016,Kepler,,,0.91,1019.2600000
Kepler-801 b,Kepler-801,2016,Kepler,0.085000,,0.63,440.4260000
Kepler-802 b,Kepler-802,2016,Kepler,0.227200,,0.97,780.5850000
Kepler-803 b,Kepler-803,2016,Kepler,0.267800,,1.01,639.7710000
Kepler-804 b,Kepler-804,2016,Kepler,,,1.01,649.6500000
Kepler-804 c,Kepler-804,2016,Kepler,,,1.02,649.6500000
Kepler-805 b,Kepler-805,2016,Kepler,,,1.15,638.4900000
Kepler-806 b,Kepler-806,2016,Kepler,0.078600,,0.99,361.8960000
Kepler-807 b,Kepler-807,2016,Kepler,0.480900,,1.06,1492.9500000
Kepler-808 b,Kepler-808,2016,Kepler,,,0.76,
Kepler-809 b,Kepler-809,2016,Kepler,,,,961.4050000
Kepler-81 b,Kepler-81,2012,Kepler,0.052400,,0.54,348.2910000
Kepler-81 c,Kepler-81,2012,Kepler,,,0.71,348.2910000
Kepler-81 d,Kepler-81,2014,Kepler,0.120700,,0.54,348.2910000
Kepler-810 b,Kepler-810,2016,Kepler,0.055000,,1.03,1458.5900000
Kepler-811 b,Kepler-811,2016,Kepler,0.158300,,0.95,985.0410000
Kepler-812 b,Kepler-812,2016,Kepler,0.102100,,1.39,1482.7400000
Kepler-813 b,Kepler-813,2016,Kepler,0.142400,,1.05,
Kepler-814 b,Kepler-814,2016,Kepler,,,,2055.7700000
Kepler-815 b,Kepler-815,2016,Kepler,,,,1259.2800000
Kepler-816 b,Kepler-816,2016,Kepler,,,0.78,983.6970000
Kepler-817 b,Kepler-817,2016,Kepler,,,,1484.4600000
Kepler-818 b,Kepler-818,2016,Kepler,0.089200,,0.94,925.0370000
Kepler-819 b,Kepler-819,2016,Kepler,0.189900,,0.83,664.3060000
Kepler-82 b,Kepler-82,2012,Kepler,,,,904.3260000
Kepler-82 c,Kepler-82,2012,Kepler,0.268100,,0.97,904.3260000
Kepler-82 d,Kepler-82,2014,Kepler,0.034500,,0.97,904.3260000
Kepler-82 e,Kepler-82,2014,Kepler,0.062000,,0.92,904.3260000
Kepler-82 f,Kepler-82,2019,KOINet,0.339500,0.06576,0.91,904.3260000
Kepler-820 b,Kepler-820,2016,Kepler,,,1.11,1387.2000000
Kepler-821 b,Kepler-821,2016,Kepler,0.028200,,0.81,614.5710000
Kepler-822 b,Kepler-822,2016,Kepler,,,1.01,860.3910000
Kepler-823 b,Kepler-823,2016,Kepler,0.050700,,1.00,1389.2700000
Kepler-824 b,Kepler-824,2016,Kepler,0.056800,,1.20,1201.4000000
Kepler-825 b,Kepler-825,2016,Kepler,,,1.03,807.8500000
Kepler-825 c,Kepler-825,2016,Kepler,0.075900,,0.87,807.8500000
Kepler-826 b,Kepler-826,2016,Kepler,0.054000,,1.05,779.5960000
Kepler-827 b,Kepler-827,2016,Kepler,0.269000,,0.96,2046.6800000
Kepler-828 b,Kepler-828,2016,Kepler,0.012500,,0.81,575.3220000
Kepler-829 b,Kepler-829,2016,Kepler,,,0.98,1073.7600000
Kepler-83 b,Kepler-83,2012,Kepler,0.072950,,0.54,400.4090000
Kepler-83 c,Kepler-83,2012,Kepler,0.117800,,0.54,400.4090000
Kepler-83 d,Kepler-83,2014,Kepler,,,,400.4090000
Kepler-830 b,Kepler-830,2016,Kepler,0.102000,,1.12,
Kepler-831 b,Kepler-831,2016,Kepler,,,1.03,593.5400000
Kepler-832 b,Kepler-832,2016,Kepler,,,1.02,1688.1200000
Kepler-833 b,Kepler-833,2016,Kepler,,,0.68,467.3700000
Kepler-834 b,Kepler-834,2016,Kepler,0.086200,,0.48,633.9370000
Kepler-835 b,Kepler-835,2016,Kepler,0.102000,,1.10,2406.3300000
Kepler-836 b,Kepler-836,2016,Kepler,0.103000,,1.12,980.0350000
Kepler-837 b,Kepler-837,2016,Kepler,0.114400,,0.73,901.9070000
Kepler-838 b,Kepler-838,2016,Kepler,0.126600,,1.09,1104.0400000
Kepler-839 b,Kepler-839,2016,Kepler,,,,944.5610000
Kepler-84 b,Kepler-84,2012,Kepler,,0.12600,1.00,1023.9000000
Kepler-84 c,Kepler-84,2012,Kepler,,,1.06,1023.9000000
Kepler-84 d,Kepler-84,2014,Kepler,0.051200,,1.00,1023.9000000
Kepler-84 e,Kepler-84,2014,Kepler,,,,1023.9000000
Kepler-84 f,Kepler-84,2014,Kepler,0.246500,,1.00,1023.9000000
Kepler-841 b,Kepler-841,2016,Kepler,0.449400,,0.78,998.9610000
Kepler-842 b,Kepler-842,2016,Kepler,,,,532.7260000
Kepler-843 b,Kepler-843,2016,Kepler,,,1.00,1165.6600000
Kepler-844 b,Kepler-844,2016,Kepler,0.030100,,0.53,431.7760000
Kepler-845 b,Kepler-845,2016,Kepler,,,0.74,431.0510000
Kepler-846 b,Kepler-846,2016,Kepler,,,,1127.1200000
Kepler-847 b,Kepler-847,2016,Kepler,,,0.76,513.1030000
Kepler-848 b,Kepler-848,2016,Kepler,0.070000,,0.97,1378.4700000
Kepler-849 b,Kepler-849,2016,Kepler,1.108800,,1.16,822.1340000
Kepler-85 b,Kepler-85,2012,Kepler,,,0.92,765.0250000
Kepler-85 c,Kepler-85,2012,Kepler,0.104600,,0.97,765.0250000
Kepler-85 d,Kepler-85,2014,Kepler,,,0.96,765.0250000
Kepler-85 e,Kepler-85,2014,Kepler,0.160700,,0.87,765.0250000
Kepler-850 b,Kepler-850,2016,Kepler,,,,1661.2800000
Kepler-851 b,Kepler-851,2016,Kepler,0.080000,,0.94,839.2550000
Kepler-852 b,Kepler-852,2016,Kepler,,,1.20,1619.0300000
Kepler-853 b,Kepler-853,2016,Kepler,0.077700,,1.21,568.6760000
Kepler-855 b,Kepler-855,2016,Kepler,,,,1506.5800000
Kepler-856 b,Kepler-856,2016,Kepler,0.078700,,1.01,1351.1700000
Kepler-857 b,Kepler-857,2016,Kepler,,,0.99,983.5020000
Kepler-858 b,Kepler-858,2016,Kepler,,,,298.5320000
Kepler-859 b,Kepler-859,2016,Kepler,0.134300,,0.79,839.9030000
Kepler-860 b,Kepler-860,2016,Kepler,0.058000,,1.00,1056.3600000
Kepler-861 b,Kepler-861,2016,Kepler,,,0.81,850.3270000
Kepler-862 b,Kepler-862,2016,Kepler,0.039000,,0.80,1039.0300000
Kepler-863 b,Kepler-863,2016,Kepler,0.122000,,0.99,1499.6600000
Kepler-864 b,Kepler-864,2016,Kepler,,,1.00,2022.9000000
Kepler-865 b,Kepler-865,2016,Kepler,,,0.91,586.1370000
Kepler-866 b,Kepler-866,2016,Kepler,0.033100,,0.71,646.6670000
Kepler-867 b,Kepler-867,2016,Kepler,0.515400,,0.81,1195.5400000
Kepler-868 b,Kepler-868,2016,Kepler,0.057500,,1.00,1593.1300000
Kepler-869 b,Kepler-869,2016,Kepler,0.224100,,0.92,939.4550000
Kepler-87 b,Kepler-87,2013,Kepler,,,1.11,1232.9000000
Kepler-87 c,Kepler-87,2013,Kepler,0.676000,0.02000,1.10,1232.9000000
Kepler-870 b,Kepler-870,2016,Kepler,0.155000,,1.09,1259.4600000
Kepler-871 b,Kepler-871,2016,Kepler,0.157200,,1.06,1976.0500000
Kepler-872 b,Kepler-872,2016,Kepler,0.036200,,0.94,879.6830000
Kepler-873 b,Kepler-873,2016,Kepler,,,1.10,1182.2200000
Kepler-874 b,Kepler-874,2016,Kepler,0.223400,,0.92,1082.1600000
Kepler-875 b,Kepler-875,2016,Kepler,0.177100,,0.98,1242.6200000
Kepler-876 b,Kepler-876,2016,Kepler,,,0.81,820.9130000
Kepler-877 b,Kepler-877,2016,Kepler,0.130300,,0.86,602.1760000
Kepler-878 b,Kepler-878,2016,Kepler,0.165000,,0.89,791.6250000
Kepler-879 b,Kepler-879,2016,Kepler,0.201200,,0.97,802.6720000
Kepler-88 d,KOI-142,2020,W. M. Keck Observatory,,3.05046,0.99,376.8630000
Kepler-880 b,Kepler-880,2016,Kepler,,,1.47,601.3240000
Kepler-881 b,Kepler-881,2016,Kepler,0.054600,,1.09,1375.1800000
Kepler-882 b,Kepler-882,2016,Kepler,,,0.92,504.6050000
Kepler-883 b,Kepler-883,2016,Kepler,,,1.12,627.4550000
Kepler-884 b,Kepler-884,2016,Kepler,,,,476.7330000
Kepler-885 b,Kepler-885,2016,Kepler,0.143000,,1.18,651.3180000
Kepler-886 b,Kepler-886,2016,Kepler,,,1.05,711.2970000
Kepler-887 b,Kepler-887,2016,Kepler,,,1.27,886.5880000
Kepler-887 c,Kepler-887,2016,Kepler,,,,886.5880000
Kepler-888 b,Kepler-888,2016,Kepler,0.334100,,0.99,420.8170000
Kepler-889 b,Kepler-889,2016,Kepler,,,1.14,598.3130000
Kepler-890 b,Kepler-890,2016,Kepler,,,,1712.1200000
Kepler-891 b,Kepler-891,2016,Kepler,,,1.03,2340.5800000
Kepler-892 b,Kepler-892,2016,Kepler,0.101400,,0.73,570.7270000
Kepler-893 b,Kepler-893,2016,Kepler,0.069900,,1.13,1285.5900000
Kepler-894 b,Kepler-894,2016,Kepler,0.091600,,1.06,1162.9100000
Kepler-895 b,Kepler-895,2016,Kepler,,,,540.1340000
Kepler-896 b,Kepler-896,2016,Kepler,,,0.92,2334.9300000
Kepler-897 b,Kepler-897,2016,Kepler,0.077000,,0.94,1519.2500000
Kepler-898 b,Kepler-898,2016,Kepler,0.054500,,0.62,484.8910000
Kepler-899 b,Kepler-899,2016,Kepler,,,,1246.4300000
Kepler-9 b,Kepler-9,2010,Kepler,0.142300,,1.03,628.2570000
Kepler-9 c,Kepler-9,2010,Kepler,0.227000,0.09408,1.02,628.2570000
Kepler-9 d,Kepler-9,2010,Kepler,,,,628.2570000
Kepler-90 i,KOI-351,2017,Kepler,,,1.12,848.2540000
Kepler-900 b,Kepler-900,2016,Kepler,,,0.74,487.5250000
Kepler-901 b,Kepler-901,2016,Kepler,,,0.64,253.8670000
Kepler-902 b,Kepler-902,2016,Kepler,,,0.99,1165.3400000
Kepler-903 b,Kepler-903,2016,Kepler,0.090700,,0.93,1369.2400000
Kepler-903 c,Kepler-903,2016,Kepler,0.302000,,0.93,1369.2400000
Kepler-904 b,Kepler-904,2016,Kepler,0.041700,,1.06,978.1250000
Kepler-905 b,Kepler-905,2016,Kepler,0.058100,,1.01,529.2680000
Kepler-906 b,Kepler-906,2016,Kepler,0.227900,,0.91,757.7910000
Kepler-907 b,Kepler-907,2016,Kepler,0.123600,,1.01,
Kepler-908 b,Kepler-908,2016,Kepler,0.024800,,1.13,290.8430000
Kepler-909 b,Kepler-909,2016,Kepler,,,1.11,309.5960000
Kepler-91 b,Kepler-91,2013,Kepler,0.072000,0.88000,1.31,1294.6900000
Kepler-910 b,Kepler-910,2016,Kepler,,,1.26,400.2890000
Kepler-911 b,Kepler-911,2016,Kepler,,,1.34,556.1680000
Kepler-912 b,Kepler-912,2016,Kepler,0.033900,,0.81,2004.7200000
Kepler-913 b,Kepler-913,2016,Kepler,0.091000,,0.95,991.6180000
Kepler-913 c,Kepler-913,2021,Kepler,0.063000,,0.95,991.6180000
Kepler-914 b,Kepler-914,2016,Kepler,0.055000,,1.15,753.7230000
Kepler-915 b,Kepler-915,2016,Kepler,0.054200,,1.00,849.0360000
Kepler-916 b,Kepler-916,2016,Kepler,0.194900,,0.94,830.7120000
Kepler-917 b,Kepler-917,2016,Kepler,0.037800,,0.83,3460.5100000
Kepler-918 b,Kepler-918,2016,Kepler,0.056900,,1.04,1025.0300000
Kepler-919 b,Kepler-919,2016,Kepler,,,1.04,1119.8700000
Kepler-92 b,Kepler-92,2013,Kepler,,,1.07,477.9920000
Kepler-92 c,Kepler-92,2013,Kepler,,,1.07,477.9920000
Kepler-92 d,Kepler-92,2015,Kepler,0.280100,,1.21,477.9920000
Kepler-920 b,Kepler-920,2016,Kepler,0.068600,,1.00,1001.6800000
Kepler-920 c,Kepler-920,2016,Kepler,0.402900,,0.86,1001.6800000
Kepler-921 b,Kepler-921,2016,Kepler,0.271600,,1.01,934.4900000
Kepler-922 b,Kepler-922,2016,Kepler,,,0.95,536.3230000
Kepler-923 b,Kepler-923,2016,Kepler,0.073000,,1.07,1000.2800000
Kepler-924 b,Kepler-924,2016,Kepler,,,1.14,1053.0400000
Kepler-925 b,Kepler-925,2016,Kepler,0.180500,,0.68,611.1150000
Kepler-926 b,Kepler-926,2016,Kepler,0.261600,,0.88,921.3610000
Kepler-927 b,Kepler-927,2016,Kepler,,,0.98,831.6850000
Kepler-928 b,Kepler-928,2016,Kepler,0.044400,,0.76,508.8090000
Kepler-929 b,Kepler-929,2016,Kepler,0.018000,,0.96,1311.2300000
Kepler-93 b,Kepler-93,2014,Kepler,,0.00800,0.91,95.9115000
Kepler-93 c,Kepler-93,2014,W. M. Keck Observatory,,3.00000,0.91,95.9115000
Kepler-930 b,Kepler-930,2016,Kepler,,,1.06,848.3960000
Kepler-931 b,Kepler-931,2016,Kepler,,,0.86,
Kepler-932 b,Kepler-932,2016,Kepler,,,0.89,465.6120000
Kepler-933 b,Kepler-933,2016,Kepler,0.104100,,0.76,1017.2000000
Kepler-934 b,Kepler-934,2016,Kepler,,,0.79,608.7380000
Kepler-935 b,Kepler-935,2016,Kepler,0.052700,,0.82,471.7820000
Kepler-936 b,Kepler-936,2016,Kepler,,,,823.3990000
Kepler-937 b,Kepler-937,2016,Kepler,,,1.01,1571.4600000
Kepler-937 c,Kepler-937,2016,Kepler,,,1.15,1571.4600000
Kepler-938 b,Kepler-938,2016,Kepler,0.266300,,0.91,1182.0500000
Kepler-939 b,Kepler-939,2016,Kepler,,,1.00,2093.6200000
Kepler-94 b,Kepler-94,2014,Kepler,,,0.76,191.9040000
Kepler-94 c,Kepler-94,2014,W. M. Keck Observatory,,9.83600,0.81,191.9040000
Kepler-940 b,Kepler-940,2016,Kepler,0.305900,,1.07,1260.7800000
Kepler-941 b,Kepler-941,2016,Kepler,0.131100,,0.99,1088.3600000
Kepler-942 b,Kepler-942,2016,Kepler,,,0.81,216.3540000
Kepler-943 b,Kepler-943,2016,Kepler,0.255900,,0.91,2300.5300000
Kepler-944 b,Kepler-944,2016,Kepler,0.229000,,0.85,1349.4300000
Kepler-945 b,Kepler-945,2016,Kepler,,,1.01,1651.2500000
Kepler-946 b,Kepler-946,2016,Kepler,0.099700,,0.95,1137.2900000
Kepler-947 b,Kepler-947,2016,Kepler,,,0.96,1730.7800000
Kepler-948 b,Kepler-948,2016,Kepler,0.074900,,0.93,868.0170000
Kepler-949 b,Kepler-949,2016,Kepler,,,0.85,486.1050000
Kepler-95 b,Kepler-95,2014,Kepler,,,1.00,445.6560000
Kepler-950 b,Kepler-950,2016,Kepler,,,1.02,2161.6000000
Kepler-951 b,Kepler-951,2016,Kepler,,,0.75,382.5090000
Kepler-952 b,Kepler-952,2016,Kepler,,,,1304.2500000
Kepler-953 b,Kepler-953,2016,Kepler,0.399600,,1.09,258.8930000
Kepler-953 c,Kepler-953,2016,Kepler,,,,258.8930000
Kepler-954 b,Kepler-954,2016,Kepler,,,0.82,215.8140000
Kepler-955 b,Kepler-955,2016,Kepler,0.108300,,0.80,550.3830000
Kepler-956 b,Kepler-956,2016,Kepler,,,1.08,544.9390000
Kepler-957 b,Kepler-957,2016,Kepler,,,0.78,824.6880000
Kepler-958 b,Kepler-958,2016,Kepler,0.084000,,0.84,449.7730000
Kepler-959 b,Kepler-959,2016,Kepler,,,,807.7290000
Kepler-96 b,Kepler-96,2014,Kepler,0.125700,,1.00,122.8810000
Kepler-960 b,Kepler-960,2016,Kepler,,,0.77,284.9160000
Kepler-961 b,Kepler-961,2016,Kepler,0.128000,,0.98,574.3140000
Kepler-962 b,Kepler-962,2016,Kepler,0.093300,,0.74,411.4860000
Kepler-963 b,Kepler-963,2016,Kepler,,,0.93,771.4940000
Kepler-964 b,Kepler-964,2016,Kepler,,,0.93,454.6260000
Kepler-965 b,Kepler-965,2016,Kepler,,,,582.8280000
Kepler-966 b,Kepler-966,2016,Kepler,,,1.02,1027.8000000
Kepler-967 b,Kepler-967,2016,Kepler,0.093300,,0.62,568.5460000
Kepler-967 c,Kepler-967,2016,Kepler,,,0.84,568.5460000
Kepler-968 b,Kepler-968,2016,Kepler,,,0.76,290.3240000
Kepler-968 c,Kepler-968,2016,Kepler,0.052000,,0.57,290.3240000
Kepler-969 b,Kepler-969,2016,Kepler,,,0.89,390.3540000
Kepler-969 c,Kepler-969,2016,Kepler,0.026100,,0.83,390.3540000
Kepler-97 b,Kepler-97,2014,Kepler,,,1.05,400.9070000
Kepler-97 c,Kepler-97,2014,W. M. Keck Observatory,,1.08000,0.94,400.9070000
Kepler-970 b,Kepler-970,2016,Kepler,,,0.70,331.5450000
Kepler-971 b,Kepler-971,2016,Kepler,0.082700,,0.82,338.5220000
Kepler-972 b,Kepler-972,2016,Kepler,,,1.15,1198.0300000
Kepler-973 b,Kepler-973,2016,Kepler,0.243000,,0.78,328.5200000
Kepler-974 b,Kepler-974,2016,Kepler,,,0.53,134.3110000
Kepler-975 b,Kepler-975,2016,Kepler,,,0.77,426.0880000
Kepler-976 b,Kepler-976,2016,Kepler,0.420900,,0.89,1012.4100000
Kepler-977 b,Kepler-977,2016,Kepler,,,,568.7510000
Kepler-978 b,Kepler-978,2016,Kepler,,,1.07,682.5220000
Kepler-979 b,Kepler-979,2016,Kepler,,,0.88,576.5030000
Kepler-98 b,Kepler-98,2014,Kepler,0.026000,,0.99,350.3150000
Kepler-980 b,Kepler-980,2016,Kepler,,,1.04,961.4680000
Kepler-981 b,Kepler-981,2016,Kepler,0.053500,,1.02,878.0820000
Kepler-982 b,Kepler-982,2016,Kepler,,,1.33,801.4790000
Kepler-983 b,Kepler-983,2016,Kepler,,,,714.4370000
Kepler-984 b,Kepler-984,2016,Kepler,0.236400,,0.95,460.1880000
Kepler-985 b,Kepler-985,2016,Kepler,0.445100,,0.87,679.3610000
Kepler-986 b,Kepler-986,2016,Kepler,,,,548.3640000
Kepler-987 b,Kepler-987,2016,Kepler,,,1.01,914.1260000
Kepler-988 b,Kepler-988,2016,Kepler,0.110000,,0.56,304.8890000
Kepler-989 b,Kepler-989,2016,Kepler,,,0.82,491.9780000
Kepler-99 b,Kepler-99,2014,Kepler,0.049200,,0.75,208.3690000
Kepler-990 b,Kepler-990,2016,Kepler,,,0.97,802.1630000
Kepler-990 c,Kepler-990,2016,Kepler,0.012800,,0.96,802.1630000
Kepler-991 b,Kepler-991,2016,Kepler,,,,389.5610000
Kepler-992 b,Kepler-992,2016,Kepler,,,0.77,259.6390000
Kepler-993 b,Kepler-993,2016,Kepler,,,0.57,324.4230000
Kepler-994 b,Kepler-994,2016,Kepler,0.017500,,0.54,188.1580000
Kepler-995 b,Kepler-995,2016,Kepler,0.164500,,0.74,609.6380000
Kepler-996 b,Kepler-996,2016,Kepler,0.046200,,0.92,1216.5800000
Kepler-997 b,Kepler-997,2016,Kepler,0.038200,,1.01,467.5680000
Kepler-998 b,Kepler-998,2016,Kepler,0.062600,,1.02,986.3640000
Kepler-999 b,Kepler-999,2016,Kepler,,,1.29,545.0630000
L 168-9 b,L 168-9,2020,Transiting Exoplanet Survey Satellite (TESS),0.020910,0.01447,0.62,25.1496000
L 98-59 b,L 98-59,2019,Transiting Exoplanet Survey Satellite (TESS),0.021910,0.00126,0.27,10.6194000
L 98-59 c,L 98-59,2019,Transiting Exoplanet Survey Satellite (TESS),0.031700,0.00761,0.31,10.6194000
L 98-59 d,L 98-59,2019,Transiting Exoplanet Survey Satellite (TESS),0.052000,,0.31,10.6194000
L 98-59 e,L 98-59,2021,Multiple Observatories,0.071700,0.00963,0.27,10.6194000
LHS 1140 b,LHS 1140,2017,MEarth Project,0.095700,0.02007,0.19,14.9861000
LHS 1140 c,LHS 1140,2018,Multiple Observatories,0.027340,0.00554,0.19,14.9861000
LHS 1478 b,LHS 1478,2021,Transiting Exoplanet Survey Satellite (TESS),0.018480,0.00733,0.24,18.2276000
LHS 1678 b,LHS 1678,2021,Transiting Exoplanet Survey Satellite (TESS),0.012510,0.00110,0.34,19.8782000
LHS 1678 c,LHS 1678,2021,Transiting Exoplanet Survey Satellite (TESS),0.033100,0.00440,0.34,19.8782000
LHS 1815 b,LHS 1815,2020,Transiting Exoplanet Survey Satellite (TESS),,,,29.8424000
LHS 3844 b,LHS 3844,2019,Transiting Exoplanet Survey Satellite (TESS),,,,14.8846000
LP 714-47 b,LP 714-47,2020,Transiting Exoplanet Survey Satellite (TESS),,,,52.6160000
LP 791-18 b,LP 791-18,2019,Transiting Exoplanet Survey Satellite (TESS),0.009690,,0.14,26.4927000
LP 791-18 c,LP 791-18,2019,Transiting Exoplanet Survey Satellite (TESS),0.029392,,0.14,26.4927000
LP 890-9 b,LP 890-9,2022,Transiting Exoplanet Survey Satellite (TESS),,,,32.4298000
LP 890-9 c,LP 890-9,2022,SPECULOOS Southern Observatory,0.039840,0.07960,0.12,32.4298000
LSPM J2116+0234 b,LSPM J2116+0234,2019,Calar Alto Observatory,0.087600,0.04185,0.43,17.6297000
LTT 1445 A b,LTT 1445 A,2019,Transiting Exoplanet Survey Satellite (TESS),,,,6.8692900
LTT 1445 A c,LTT 1445 A,2022,Transiting Exoplanet Survey Satellite (TESS),0.026610,0.00485,0.26,6.8692900
LTT 3780 b,LTT 3780,2020,Transiting Exoplanet Survey Satellite (TESS),,,,21.9814000
LTT 3780 c,LTT 3780,2020,Transiting Exoplanet Survey Satellite (TESS),0.076730,0.02706,0.40,21.9814000
LTT 9779 b,LTT 9779,2020,Transiting Exoplanet Survey Satellite (TESS),,,,80.4373000
LkCa 15 b,LkCa 15,2015,Large Binocular Telescope Observatory,14.700000,,,158.1520000
LkCa 15 c,LkCa 15,2015,Large Binocular Telescope Observatory,18.600000,,,158.1520000
Lupus-TR-3 b,Lupus-TR-3,2007,Multiple Observatories,0.046400,0.81000,0.87,773.4090000
MASCARA-1 b,MASCARA-1,2017,Multiple Observatories,0.043000,3.70000,1.72,182.2730000
MASCARA-4 b,MASCARA-4,2020,Multiple Observatories,0.047000,3.10000,1.75,170.6960000
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,2008,MOA,0.620000,0.01000,0.06,1000.0000000
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,2008,MOA,6.500000,0.83000,0.30,5800.0000000
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,2009,MOA,1.100000,0.07360,0.21,7700.0000000
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,2013,MOA,2.700000,4.10000,0.56,3300.0000000
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,2011,MOA,3.200000,0.03270,0.56,3040.0000000
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,2010,MOA,2.030000,0.21200,0.52,7050.0000000
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,2010,MOA,1.800000,2.60000,0.19,5690.0000000
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,2012,MOA,1.210000,11.00000,0.16,2800.0000000
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,2018,MOA,2.420000,0.54000,0.58,3500.0000000
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,2013,MOA,1.210000,0.04780,0.12,1240.0000000
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,2015,MOA,1.850000,0.23000,0.16,7170.0000000
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,2012,MOA,2.000000,1.50000,0.67,2300.0000000
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,2016,MOA,4.140000,0.09000,0.75,7380.0000000
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,2014,MOA,0.950000,0.05300,0.11,7200.0000000
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,2018,MOA,0.520000,0.05000,0.13,3500.0000000
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,2012,MOA,3.400000,2.40000,0.43,7150.0000000
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,2013,MOA,4.300000,11.60000,0.39,7560.0000000
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,2017,Multiple Observatories,10.200000,8.40000,0.49,5300.0000000
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,2017,MOA,0.900000,0.02110,0.10,7210.0000000
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,2014,MOA,,,0.77,6500.0000000
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,2016,MOA,0.950000,0.01020,0.03,860.0000000
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,2018,MOA,0.240000,0.10600,0.01,7100.0000000
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,2017,MOA,1.510000,5.30000,0.54,7100.0000000
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,2018,MOA,0.950000,0.62000,0.15,6800.0000000
MOA-bin-1L b,MOA-bin-1L,2012,MOA,8.300000,3.70000,0.75,5100.0000000
MOA-bin-29 b,MOA-bin-29,2019,MOA,0.480000,0.60000,0.03,7120.0000000
MXB 1658-298 b,MXB 1658-298,2017,Multiple Observatories,1.613000,23.70000,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,2014,Multiple Observatories,0.530000,6.69000,9.06,817.1920000
NGC 2682 Sand 978 b,NGC 2682 Sand 978,2017,Multiple Observatories,,2.18000,1.37,821.9180000
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,2014,Multiple Observatories,,0.34000,1.01,872.9200000
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,2014,Multiple Observatories,,0.40000,0.96,914.2210000
NGC 2682 YBP 401 b,NGC 2682 YBP 401,2016,La Silla Observatory,,0.42000,1.14,830.8220000
